Liquid Phase - NuSVR
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,6.0%,0.000,0.000,0.002,0.056
Exp x NIST,1.0%,0.000,0.000,0.002,0.079
NIST x Model,5.0%,0.000,0.000,0.000,0.669

Vapor Phase - NuSVR
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,60.0%,0.115,0.170,0.412,-0.017
Exp x NIST,12.0%,0.001,0.000,0.009,0.999
NIST x Model,49.0%,0.115,0.170,0.412,-0.018

Supercritical Phase - NuSVR
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,21.0%,0.002,0.000,0.003,0.762
Exp x NIST,1.0%,0.000,0.000,0.001,0.983
NIST x Model,21.0%,0.002,0.000,0.003,0.771

