Temperature (K),Pressure (MPa),Viscosity (uPa*s),Reference
300.0,2.35,11.67,Diller-1980
250.0,33.11,33.91,Diller-1980
250.0,30.21,32.12,Diller-1980
250.0,26.26,29.56,Diller-1980
250.0,23.43,27.44,Diller-1980
250.0,19.91,24.55,Diller-1980
250.0,15.64,20.33,Diller-1980
250.0,14.22,19.3,Diller-1980
250.0,12.83,17.24,Diller-1980
250.0,11.49,15.87,Diller-1980
250.0,10.1,14.56,Diller-1980
250.0,8.69,13.12,Diller-1980
250.0,7.25,12.31,Diller-1980
250.0,5.8,11.36,Diller-1980
250.0,4.51,10.84,Diller-1980
250.0,3.04,10.57,Diller-1980
200.0,26.07,45.55,Diller-1980
200.0,22.79,43.26,Diller-1980
200.0,17.15,38.47,Diller-1980
200.0,13.49,34.49,Diller-1980
200.0,10.75,31.18,Diller-1980
200.0,8.98,28.11,Diller-1980
200.0,7.93,26.03,Diller-1980
200.0,7.1,23.25,Diller-1980
200.0,6.09,17.73,Diller-1980
200.0,5.72,13.97,Diller-1980
200.0,5.34,12.28,Diller-1980
200.0,5.06,11.44,Diller-1980
200.0,4.69,10.71,Diller-1980
200.0,4.18,10.06,Diller-1980
200.0,3.51,9.58,Diller-1980
200.0,2.54,9.05,Diller-1980
180.0,29.62,58.06,Diller-1980
180.0,26.09,55.35,Diller-1980
180.0,22.56,52.91,Diller-1980
180.0,18.94,50.0,Diller-1980
180.0,18.0,49.05,Diller-1980
180.0,15.53,47.34,Diller-1980
180.0,14.36,46.07,Diller-1980
180.0,10.97,42.77,Diller-1980
180.0,6.68,37.64,Diller-1980
180.0,4.73,34.47,Diller-1980
180.0,3.53,31.78,Diller-1980
170.0,31.36,65.87,Diller-1980
170.0,28.01,63.5,Diller-1980
170.0,24.63,61.26,Diller-1980
170.0,21.44,58.2,Diller-1980
170.0,17.78,55.66,Diller-1980
170.0,14.77,53.31,Diller-1980
170.0,14.65,53.26,Diller-1980
170.0,11.62,50.26,Diller-1980
170.0,8.59,47.07,Diller-1980
170.0,5.92,43.65,Diller-1980
170.0,3.21,40.24,Diller-1980
170.0,2.33,38.78,Diller-1980
170.0,2.33,38.72,Diller-1980
140.0,32.17,97.32,Diller-1980
140.0,28.69,93.95,Diller-1980
140.0,25.51,91.1,Diller-1980
140.0,21.98,88.47,Diller-1980
140.0,18.37,85.03,Diller-1980
140.0,16.71,82.61,Diller-1980
140.0,14.82,81.7,Diller-1980
140.0,14.39,81.05,Diller-1980
140.0,11.7,78.46,Diller-1980
140.0,11.55,78.5,Diller-1980
140.0,8.8,75.33,Diller-1980
140.0,8.11,75.22,Diller-1980
140.0,5.93,71.93,Diller-1980
140.0,4.62,71.39,Diller-1980
140.0,3.6,69.54,Diller-1980
140.0,3.58,69.59,Diller-1980
140.0,1.02,67.74,Diller-1980
140.0,0.64,66.18,Diller-1980
120.0,29.68,135.66,Diller-1980
120.0,26.09,132.02,Diller-1980
120.0,22.89,126.93,Diller-1980
120.0,18.55,121.87,Diller-1980
120.0,14.97,117.36,Diller-1980
120.0,11.86,112.56,Diller-1980
120.0,10.07,110.98,Diller-1980
120.0,8.29,109.04,Diller-1980
120.0,6.49,105.48,Diller-1980
120.0,4.73,103.04,Diller-1980
120.0,3.01,101.69,Diller-1980
120.0,1.19,99.49,Diller-1980
100.0,31.33,218.49,Diller-1980
100.0,29.11,215.48,Diller-1980
100.0,27.67,212.13,Diller-1980
100.0,26.88,210.75,Diller-1980
100.0,25.26,206.8,Diller-1980
100.0,24.05,205.58,Diller-1980
100.0,23.34,203.68,Diller-1980
100.0,22.05,201.56,Diller-1980
100.0,20.43,198.4,Diller-1980
100.0,18.54,193.94,Diller-1980
100.0,16.56,190.05,Diller-1980
100.0,12.6,181.94,Diller-1980
100.0,9.87,174.37,Diller-1980
100.0,9.41,175.95,Diller-1980
100.0,7.38,169.5,Diller-1980
100.0,5.9,169.32,Diller-1980
100.0,45249.0,164.74,Diller-1980
100.0,3.3,161.63,Diller-1980
100.0,2.33,162.62,Diller-1980
100.0,1.8,159.99,Diller-1980
23.0,0.1,11.03,Kestin-1977
50.0,0.1,11.95,Kestin-1977
100.0,0.1,13.47,Kestin-1977
149.0,0.1,14.89,Kestin-1977
150.0,0.1,14.92,Kestin-1977
200.0,0.1,16.27,Kestin-1977
201.0,0.1,16.3,Kestin-1977
273.15,0.41,10.207,Chuang-1976
273.15,1.01,10.295,Chuang-1976
273.15,2.03,10.454,Chuang-1976
273.15,4.05,10.963,Chuang-1976
273.15,6.06,11.597,Chuang-1976
273.15,10.12,13.308,Chuang-1976
273.15,14.17,16.381,Chuang-1976
273.15,20.24,21.04,Chuang-1976
273.15,30.32,27.663,Chuang-1976
273.15,40.48,33.086,Chuang-1976
273.15,50.57,37.68,Chuang-1976
223.15,0.41,8.502,Chuang-1976
223.15,1.01,8.585,Chuang-1976
223.15,4.05,9.514,Chuang-1976
223.15,8.1,13.765,Chuang-1976
223.15,10.12,18.175,Chuang-1976
223.15,14.17,24.848,Chuang-1976
223.15,20.23,31.203,Chuang-1976
223.15,30.34,38.568,Chuang-1976
223.15,40.48,44.583,Chuang-1976
223.15,50.58,49.875,Chuang-1976
198.15,0.41,7.639,Chuang-1976
198.15,1.01,7.754,Chuang-1976
198.15,2.03,8.022,Chuang-1976
198.15,4.05,9.219,Chuang-1976
198.15,6.08,19.506,Chuang-1976
198.15,7.1,24.362,Chuang-1976
198.15,10.11,30.679,Chuang-1976
198.15,14.08,35.742,Chuang-1976
198.15,20.23,41.115,Chuang-1976
198.15,30.34,48.505,Chuang-1976
198.15,40.46,54.773,Chuang-1976
198.15,50.2,60.755,Chuang-1976
173.15,0.41,6.672,Chuang-1976
173.15,1.01,6.766,Chuang-1976
173.15,2.02,7.059,Chuang-1976
23.0,0.1,11.03,Kestin-1976
99.0,0.1,13.44,Kestin-1976
204.0,0.1,16.4,Kestin-1976
23.07,0.1,11.02,Kestin-1971
29.29,0.1,11.22,Kestin-1971
30.0,2.28,11.59,Kestin-1968
30.0,1.92,11.526,Kestin-1968
30.0,1.53,11.462,Kestin-1968
30.0,1.01,11.387,Kestin-1968
30.0,0.51,11.318,Kestin-1968
30.0,0.51,11.318,Kestin-1968
30.0,0.51,11.322,Kestin-1968
30.0,0.12,11.276,Kestin-1968
30.0,0.11,11.268,Kestin-1968
30.0,0.11,11.267,Kestin-1968
20.0,2.55,11.321,Kestin-1968
20.0,2.03,11.217,Kestin-1968
20.0,1.52,11.137,Kestin-1968
20.0,1.02,11.054,Kestin-1968
20.0,0.51,10.986,Kestin-1968
20.0,0.11,10.936,Kestin-1968
10.0,0.1,106.7,Giddings-1966
10.0,0.69,107.4,Giddings-1966
10.0,1.38,108.6,Giddings-1966
10.0,2.07,109.0,Giddings-1966
10.0,2.76,111.4,Giddings-1966
10.0,3.45,113.1,Giddings-1966
10.0,4.14,114.8,Giddings-1966
10.0,5.52,119.3,Giddings-1966
10.0,6.9,123.7,Giddings-1966
10.0,8.62,131.2,Giddings-1966
10.0,10.34,140.8,Giddings-1966
10.0,12.07,149.6,Giddings-1966
10.0,13.79,160.6,Giddings-1966
10.0,17.24,183.2,Giddings-1966
10.0,20.68,207.0,Giddings-1966
10.0,27.58,250.5,Giddings-1966
10.0,34.47,288.0,Giddings-1966
10.0,41.37,322.5,Giddings-1966
10.0,48.26,355.0,Giddings-1966
10.0,55.16,385.0,Giddings-1966
37.78,0.1,116.2,Giddings-1966
37.78,0.69,116.8,Giddings-1966
37.78,1.38,117.9,Giddings-1966
37.78,2.07,119.0,Giddings-1966
37.78,2.76,120.2,Giddings-1966
37.78,3.45,121.6,Giddings-1966
37.78,4.14,123.1,Giddings-1966
37.78,5.52,126.5,Giddings-1966
37.78,6.9,130.3,Giddings-1966
37.78,8.62,136.8,Giddings-1966
37.78,10.34,142.2,Giddings-1966
37.78,12.07,149.4,Giddings-1966
37.78,13.79,157.1,Giddings-1966
37.78,17.24,175.2,Giddings-1966
37.78,20.68,193.0,Giddings-1966
37.78,27.58,228.0,Giddings-1966
37.78,34.47,261.0,Giddings-1966
37.78,41.37,292.0,Giddings-1966
37.78,48.26,318.0,Giddings-1966
37.78,55.16,342.0,Giddings-1966
71.11,0.1,126.9,Giddings-1966
71.11,0.69,127.5,Giddings-1966
71.11,1.38,128.4,Giddings-1966
71.11,2.07,129.4,Giddings-1966
71.11,2.76,130.5,Giddings-1966
71.11,3.45,131.5,Giddings-1966
71.11,4.14,132.8,Giddings-1966
71.11,5.52,135.5,Giddings-1966
71.11,6.9,138.6,Giddings-1966
71.11,8.62,142.9,Giddings-1966
71.11,10.34,147.9,Giddings-1966
71.11,12.07,153.3,Giddings-1966
71.11,13.79,158.9,Giddings-1966
71.11,17.24,171.2,Giddings-1966
71.11,20.68,184.2,Giddings-1966
71.11,27.58,212.3,Giddings-1966
71.11,34.47,239.4,Giddings-1966
71.11,41.37,265.0,Giddings-1966
71.11,48.26,291.0,Giddings-1966
71.11,55.16,313.0,Giddings-1966
104.44,0.1,137.0,Giddings-1966
104.44,0.69,137.6,Giddings-1966
104.44,1.38,138.4,Giddings-1966
104.44,2.07,139.3,Giddings-1966
104.44,2.76,140.3,Giddings-1966
104.44,3.45,141.2,Giddings-1966
104.44,4.14,142.3,Giddings-1966
104.44,5.52,144.5,Giddings-1966
104.44,6.9,147.1,Giddings-1966
104.44,8.62,150.7,Giddings-1966
104.44,10.34,154.7,Giddings-1966
104.44,12.07,158.0,Giddings-1966
104.44,13.79,163.6,Giddings-1966
104.44,17.24,173.4,Giddings-1966
104.44,20.68,183.9,Giddings-1966
104.44,27.58,206.2,Giddings-1966
104.44,34.47,228.6,Giddings-1966
104.44,41.37,251.0,Giddings-1966
104.44,48.26,272.0,Giddings-1966
104.44,55.16,294.0,Giddings-1966
137.78,0.1,146.5,Giddings-1966
137.78,0.69,147.0,Giddings-1966
137.78,1.38,147.8,Giddings-1966
137.78,2.07,148.6,Giddings-1966
137.78,2.76,149.4,Giddings-1966
137.78,3.45,150.3,Giddings-1966
137.78,4.14,151.2,Giddings-1966
137.78,5.52,153.2,Giddings-1966
137.78,6.9,155.4,Giddings-1966
137.78,8.62,158.4,Giddings-1966
137.78,10.34,161.7,Giddings-1966
137.78,12.07,163.3,Giddings-1966
137.78,13.79,169.1,Giddings-1966
137.78,17.24,177.4,Giddings-1966
137.78,20.68,186.1,Giddings-1966
137.78,27.58,204.9,Giddings-1966
137.78,34.47,224.0,Giddings-1966
137.78,41.37,243.0,Giddings-1966
137.78,48.26,261.0,Giddings-1966
137.78,55.16,280.0,Giddings-1966
277.59,1.64,10.479,Carmichael-1965
277.59,1.64,10.552,Carmichael-1965
277.59,1.64,10.558,Carmichael-1965
277.59,102.41,12.438,Carmichael-1965
277.59,102.41,12.459,Carmichael-1965
277.59,102.41,12.445,Carmichael-1965
277.59,207.66,16.99,Carmichael-1965
277.59,207.91,17.008,Carmichael-1965
277.59,208.14,16.881,Carmichael-1965
277.59,407.15,26.417,Carmichael-1965
277.59,407.61,26.429,Carmichael-1965
277.59,407.61,26.446,Carmichael-1965
277.59,407.71,26.436,Carmichael-1965
277.59,523.72,30.814,Carmichael-1965
277.59,523.98,30.77,Carmichael-1965
277.59,524.23,30.833,Carmichael-1965
310.93,1.77,11.685,Carmichael-1965
310.93,1.8,11.602,Carmichael-1965
310.93,1.82,11.603,Carmichael-1965
310.93,1.82,11.614,Carmichael-1965
310.93,1.82,11.629,Carmichael-1965
310.93,1.85,11.684,Carmichael-1965
310.93,1.94,11.569,Carmichael-1965
310.93,1.94,11.616,Carmichael-1965
310.93,1.94,11.644,Carmichael-1965
310.93,92.35,12.823,Carmichael-1965
310.93,92.35,12.835,Carmichael-1965
310.93,150.01,14.287,Carmichael-1965
310.93,150.01,14.249,Carmichael-1965
310.93,150.0,14.328,Carmichael-1965
310.93,196.98,15.536,Carmichael-1965
310.93,196.98,15.536,Carmichael-1965
310.93,196.98,15.634,Carmichael-1965
310.93,196.98,15.642,Carmichael-1965
310.93,403.31,22.952,Carmichael-1965
310.93,403.63,22.924,Carmichael-1965
310.93,403.67,22.741,Carmichael-1965
310.93,404.33,22.697,Carmichael-1965
310.93,508.12,26.489,Carmichael-1965
310.93,508.67,26.454,Carmichael-1965
310.93,509.14,26.414,Carmichael-1965
310.93,517.1,26.436,Carmichael-1965
310.93,517.46,26.362,Carmichael-1965
310.93,517.46,26.434,Carmichael-1965
310.93,517.46,26.522,Carmichael-1965
377.59,1.86,13.62,Carmichael-1965
377.59,1.86,13.621,Carmichael-1965
377.59,1.86,13.653,Carmichael-1965
377.59,103.67,14.639,Carmichael-1965
377.59,103.68,14.658,Carmichael-1965
377.59,103.68,14.656,Carmichael-1965
377.59,203.94,16.389,Carmichael-1965
377.59,206.64,16.368,Carmichael-1965
377.59,206.76,16.363,Carmichael-1965
377.59,406.7,20.85,Carmichael-1965
377.59,406.85,20.94,Carmichael-1965
377.59,406.95,20.712,Carmichael-1965
377.59,406.95,20.641,Carmichael-1965
377.59,406.95,20.622,Carmichael-1965
377.59,410.14,20.743,Carmichael-1965
377.59,410.52,20.849,Carmichael-1965
377.59,411.42,20.776,Carmichael-1965
377.59,515.09,23.278,Carmichael-1965
377.59,515.09,23.406,Carmichael-1965
377.59,515.09,23.382,Carmichael-1965
377.59,515.09,23.335,Carmichael-1965
444.26,1.97,15.579,Carmichael-1965
444.26,1.97,15.602,Carmichael-1965
444.26,1.97,15.604,Carmichael-1965
444.26,1.97,15.605,Carmichael-1965
444.26,102.74,16.377,Carmichael-1965
444.26,102.77,16.357,Carmichael-1965
444.26,102.81,16.358,Carmichael-1965
444.26,206.4,17.589,Carmichael-1965
444.26,206.43,17.552,Carmichael-1965
444.26,206.43,17.594,Carmichael-1965
444.26,420.63,20.976,Carmichael-1965
444.26,421.22,20.918,Carmichael-1965
444.26,421.34,20.915,Carmichael-1965
444.26,511.68,22.208,Carmichael-1965
444.26,511.73,22.165,Carmichael-1965
444.26,511.73,22.179,Carmichael-1965
444.26,518.76,22.513,Carmichael-1965
444.26,519.15,22.499,Carmichael-1965
444.26,519.41,22.581,Carmichael-1965
477.59,3.17,16.526,Carmichael-1965
477.59,3.17,16.551,Carmichael-1965
477.59,3.17,16.553,Carmichael-1965
477.59,104.04,17.242,Carmichael-1965
477.59,104.08,17.253,Carmichael-1965
477.59,104.13,17.214,Carmichael-1965
477.59,206.68,18.338,Carmichael-1965
477.59,206.72,18.354,Carmichael-1965
477.59,206.72,18.389,Carmichael-1965
477.59,409.09,20.909,Carmichael-1965
477.59,409.23,20.921,Carmichael-1965
477.59,410.92,21.058,Carmichael-1965
477.59,410.92,21.104,Carmichael-1965
477.59,410.92,20.991,Carmichael-1965
477.59,410.92,20.939,Carmichael-1965
477.59,513.4,22.285,Carmichael-1965
477.59,513.7,22.32,Carmichael-1965
477.59,513.7,22.271,Carmichael-1965
227.59,2.03,8.82,Barua-1964
227.59,6.08,10.875,Barua-1964
227.59,8.11,13.528,Barua-1964
227.59,12.16,21.641,Barua-1964
227.59,14.19,25.013,Barua-1964
241.48,1.01,9.555,Barua-1964
241.48,3.04,9.98,Barua-1964
241.48,6.08,11.117,Barua-1964
241.48,8.11,12.39,Barua-1964
241.48,10.13,14.144,Barua-1964
241.48,14.19,18.692,Barua-1964
241.48,16.21,20.865,Barua-1964
255.37,2.62,10.644,Barua-1964
255.37,4.94,11.264,Barua-1964
255.37,7.01,12.01,Barua-1964
255.37,9.89,13.454,Barua-1964
255.37,13.35,15.799,Barua-1964
255.37,16.89,18.487,Barua-1964
269.26,2.9,11.479,Barua-1964
269.26,5.55,12.123,Barua-1964
269.26,7.98,12.923,Barua-1964
269.26,11.5,14.384,Barua-1964
269.26,15.94,16.731,Barua-1964
269.26,17.76,17.709,Barua-1964
297.04,2.9,13.037,Barua-1964
297.04,5.56,13.504,Barua-1964
297.04,8.14,14.119,Barua-1964
297.04,12.12,15.222,Barua-1964
297.04,14.68,16.066,Barua-1964
297.04,17.65,17.1,Barua-1964
338.71,1.17,15.063,Barua-1964
338.71,2.85,15.233,Barua-1964
338.71,5.68,15.62,Barua-1964
338.71,8.51,16.055,Barua-1964
338.71,12.72,16.831,Barua-1964
338.71,15.78,17.496,Barua-1964
338.71,17.23,17.827,Barua-1964
