Liquid Phase - DecisionTree
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,7.0%,9.716,789.996,28.107,0.790
Exp x NIST,6.0%,4.122,695.778,26.378,0.815
NIST x Model,2.0%,6.881,140.092,11.836,0.956

Vapor Phase - DecisionTree
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,21.0%,9.255,447.176,21.147,0.694
Exp x NIST,3.0%,3.988,489.328,22.121,0.665
NIST x Model,21.0%,7.389,219.420,14.813,0.701

Supercritical Phase - DecisionTree
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,8.0%,12.389,363.744,19.072,0.956
Exp x NIST,1.0%,1.813,106.597,10.325,0.987
NIST x Model,8.0%,11.599,263.147,16.222,0.968

