Liquid Phase - AdaboostRidge
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,10.0%,0.000,0.000,0.002,0.058
Exp x NIST,1.0%,0.000,0.000,0.002,0.079
NIST x Model,10.0%,0.000,0.000,0.000,0.449

Vapor Phase - AdaboostRidge
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,689.0%,0.222,0.096,0.310,0.426
Exp x NIST,12.0%,0.001,0.000,0.009,0.999
NIST x Model,588.0%,0.222,0.095,0.309,0.429

Supercritical Phase - AdaboostRidge
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,52.0%,0.003,0.000,0.005,0.406
Exp x NIST,1.0%,0.000,0.000,0.001,0.983
NIST x Model,52.0%,0.003,0.000,0.005,0.407

