Liquid Phase - NeuralNetwork
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,715402939497164.0%,0.313,0.228,0.477,0.921
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,287.0%,0.568,0.407,0.638,0.863

Vapor Phase - NeuralNetwork
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,65.0%,1.628,6.567,2.563,-0.317
Exp x NIST,71.0%,0.841,4.688,2.165,0.060
NIST x Model,16.0%,1.416,3.764,1.940,-0.361

Supercritical Phase - NeuralNetwork
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,114.0%,2.759,16.692,4.086,-0.498
Exp x NIST,122.0%,1.683,16.721,4.089,-0.500
NIST x Model,18.0%,1.770,4.791,2.189,0.286

