 ======== AdaboostLassoCV10 ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,539937585917565.1%,0.172,0.138,0.371,0.952
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,251.0%,0.519,0.292,0.541,0.902

 ======== AdaboostLassoCVLOO ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,308646208535984.0%,0.155,0.110,0.332,0.962
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,255.0%,0.531,0.301,0.549,0.899

 ======== AdaboostRidgeCV10 ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,1532755325052466.0%,0.160,0.131,0.362,0.955
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,226.0%,0.521,0.291,0.540,0.902

 ======== AdaboostRidgeCVLOO ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,1200984837455310.0%,0.143,0.105,0.323,0.964
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,232.0%,0.525,0.292,0.540,0.902

 ======== BaggingRegressorLassoCV10 ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,321522735478706.0%,0.167,0.124,0.353,0.957
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,259.0%,0.535,0.309,0.556,0.897

 ======== BaggingRegressorLassoCVLOO ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,377864331591738.0%,0.159,0.115,0.338,0.960
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,256.0%,0.533,0.304,0.551,0.898

 ======== BaggingRegressorRidgeCV10 ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,1373393186827640.0%,0.148,0.117,0.343,0.959
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,232.0%,0.532,0.301,0.549,0.899

 ======== BaggingRegressorRidgeCVLOO ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,1376417407648356.0%,0.144,0.108,0.328,0.963
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,233.0%,0.531,0.299,0.547,0.900

 ======== DecisionTreeCV10 ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,6365269990061.0%,0.093,0.103,0.321,0.964
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,263.0%,0.563,0.324,0.569,0.891

 ======== DecisionTreeCVLOO ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,5064838486714.0%,0.065,0.060,0.246,0.979
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,264.0%,0.577,0.346,0.589,0.884

 ======== ExtraTreesRegressorCV10 ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,9833999915821.0%,0.084,0.094,0.307,0.968
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,262.0%,0.558,0.315,0.561,0.894

 ======== ExtraTreesRegressorCVLOO ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,2532419243358.0%,0.053,0.056,0.236,0.981
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,265.0%,0.582,0.350,0.592,0.883

 ======== GradientBoostingCV10 ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,28639152569949.0%,0.150,0.202,0.450,0.930
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,270.0%,0.595,0.364,0.604,0.878

 ======== GradientBoostingCVLOO ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,7168864917186.0%,0.036,0.033,0.181,0.989
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,264.0%,0.583,0.357,0.597,0.880

 ======== KNeighborsCV10 ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,7893639014686.0%,0.095,0.106,0.326,0.963
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,261.0%,0.558,0.318,0.564,0.893

 ======== KNeighborsCVLOO ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,3068180598995.0%,0.076,0.091,0.301,0.969
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,261.0%,0.561,0.321,0.566,0.892

 ======== NeuralNetworkCV10 ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,275578987615547.0%,0.262,0.151,0.389,0.948
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,261.0%,0.536,0.347,0.589,0.884

 ======== NeuralNetworkCVLOO ========
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,1689609359106390.0%,0.302,0.203,0.450,0.930
