 ======== AdaboostLassoCV10 ========
Liquid Phase - AdaboostLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,539937585917565.1%,0.172,0.138,0.371,0.952
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,251.0%,0.519,0.292,0.541,0.902

Vapor Phase - AdaboostLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,97.0%,1.616,10.357,3.218,-1.077
Exp x NIST,71.0%,0.841,4.688,2.165,0.060
NIST x Model,14.0%,1.231,3.067,1.751,-0.109

Supercritical Phase - AdaboostLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,91.0%,2.848,12.845,3.584,-0.152
Exp x NIST,122.0%,1.683,16.721,4.089,-0.500
NIST x Model,26.0%,2.507,9.149,3.025,-0.363


 ======== AdaboostLassoCVLOO ========
Liquid Phase - AdaboostLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,308646208535984.0%,0.155,0.110,0.332,0.962
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,255.0%,0.531,0.301,0.549,0.899

Vapor Phase - AdaboostLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,66.0%,1.196,4.801,2.191,0.037
Exp x NIST,71.0%,0.841,4.688,2.165,0.060
NIST x Model,12.0%,0.954,1.581,1.257,0.428

Supercritical Phase - AdaboostLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,75.0%,2.631,9.929,3.151,0.109
Exp x NIST,122.0%,1.683,16.721,4.089,-0.500
NIST x Model,27.0%,2.629,10.799,3.286,-0.609


 ======== AdaboostRidgeCV10 ========
Liquid Phase - AdaboostRidge
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,1532755325052466.0%,0.160,0.131,0.362,0.955
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,226.0%,0.521,0.291,0.540,0.902

Vapor Phase - AdaboostRidge
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,78.0%,1.156,6.168,2.484,-0.237
Exp x NIST,71.0%,0.841,4.688,2.165,0.060
NIST x Model,9.0%,0.746,0.986,0.993,0.644

Supercritical Phase - AdaboostRidge
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,69.0%,2.746,10.887,3.300,0.023
Exp x NIST,122.0%,1.683,16.721,4.089,-0.500
NIST x Model,28.0%,2.851,13.304,3.647,-0.982


 ======== AdaboostRidgeCVLOO ========
Liquid Phase - AdaboostRidge
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,1200984837455310.0%,0.143,0.105,0.323,0.964
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,232.0%,0.525,0.292,0.540,0.902

Vapor Phase - AdaboostRidge
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,64.0%,1.028,4.344,2.084,0.129
Exp x NIST,71.0%,0.841,4.688,2.165,0.060
NIST x Model,10.0%,0.788,1.067,1.033,0.614

Supercritical Phase - AdaboostRidge
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,74.0%,2.624,9.934,3.152,0.109
Exp x NIST,122.0%,1.683,16.721,4.089,-0.500
NIST x Model,27.0%,2.639,11.052,3.324,-0.646


 ======== BaggingRegressorLassoCV10 ========
Liquid Phase - BaggingRegressorLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,321522735478706.0%,0.167,0.124,0.353,0.957
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,259.0%,0.535,0.309,0.556,0.897

Vapor Phase - BaggingRegressorLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,78.0%,1.158,6.027,2.455,-0.209
Exp x NIST,71.0%,0.841,4.688,2.165,0.060
NIST x Model,10.0%,0.775,1.038,1.019,0.625

Supercritical Phase - BaggingRegressorLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,95.0%,2.719,12.621,3.553,-0.132
Exp x NIST,122.0%,1.683,16.721,4.089,-0.500
NIST x Model,23.0%,2.226,7.022,2.650,-0.046


 ======== BaggingRegressorLassoCVLOO ========
Liquid Phase - BaggingRegressorLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,377864331591738.0%,0.159,0.115,0.338,0.960
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,256.0%,0.533,0.304,0.551,0.898

Vapor Phase - BaggingRegressorLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,67.0%,1.035,4.627,2.151,0.072
Exp x NIST,71.0%,0.841,4.688,2.165,0.060
NIST x Model,9.0%,0.753,1.019,1.009,0.632

Supercritical Phase - BaggingRegressorLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,85.0%,2.580,10.479,3.237,0.060
