Liquid Phase - BaggingRegressorLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,39.0%,25.752,1319.146,36.320,0.682
Exp x NIST,29.0%,21.334,2050.595,45.284,0.506
NIST x Model,21.0%,19.160,698.483,26.429,0.763

Vapor Phase - BaggingRegressorLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,17.0%,2.561,78.663,8.869,-0.024
Exp x NIST,2.0%,0.870,78.004,8.832,-0.016
NIST x Model,18.0%,2.035,10.228,3.198,-0.054

Supercritical Phase - BaggingRegressorLasso
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,31.0%,5.947,94.002,9.695,0.448
Exp x NIST,15.0%,2.229,79.406,8.911,0.534
NIST x Model,21.0%,4.798,47.343,6.881,0.774

